Freq.,S(f)in,S(f)re
0.23193,0.00000,0.00000
0.23438,0.00000,0.00000
0.23682,0.00000,0.00000
0.23926,0.00000,0.00000
0.24170,0.00000,0.00000
0.24414,0.00000,0.00000
0.24658,0.00000,0.00000
0.24902,0.00000,0.00000
0.25146,0.00000,0.00000
0.25391,0.00000,0.00000
0.25635,0.00000,0.00000
0.25879,0.00000,0.00000
0.26123,0.00000,0.00000
0.26367,0.00000,0.00000
0.26611,0.00000,0.00000
0.26855,0.00000,0.00000
0.27100,0.00000,0.00000
0.27344,0.00000,0.00000
0.27588,0.00000,0.00000
0.27832,0.00000,0.00000
0.28076,0.00000,0.00000
0.28320,0.00000,0.00000
0.28564,0.00000,0.00000
0.28809,0.00000,0.00000
0.29053,0.00000,0.00000
0.29297,0.00000,0.00000
0.29541,0.00000,0.00000
0.29785,0.00000,0.00000
0.30029,0.00000,0.00000
0.30273,0.00000,0.00000
0.30518,0.00000,0.00000
0.30762,0.00000,0.00000
0.31006,0.00000,0.00000
0.31250,0.00000,0.00000
0.31494,0.00000,0.00000
0.31738,0.00000,0.00000
0.31982,0.00000,0.00000
0.32227,0.00000,0.00000
0.32471,0.00000,0.00000
0.32715,0.00000,0.00000
0.32959,0.00000,0.00000
0.33203,0.00000,0.00000
0.33447,0.00000,0.00000
0.33691,0.00000,0.00000
0.33936,0.00000,0.00000
0.34180,0.00000,0.00000
0.34424,0.00000,0.00000
0.34668,0.00000,0.00000
0.34912,0.00000,0.00000
0.35156,0.00000,0.00000
0.35400,0.00000,0.00000
0.35645,0.00000,0.00000
0.35889,0.00000,0.00000
0.36133,0.00000,0.00000
0.36377,0.00000,0.00000
0.36621,0.00000,0.00000
0.36865,0.00000,0.00000
0.37109,0.00000,0.00000
0.37354,0.00000,0.00000
0.37598,0.00000,0.00000
0.37842,0.00000,0.00000
0.38086,0.00000,0.00000
0.38330,0.00000,0.00000
0.38574,0.00000,0.00000
0.38818,0.00000,0.00000
0.39062,0.00000,0.00000
0.39307,0.00000,0.00000
0.39551,0.00000,0.00000
0.39795,0.00000,0.00000
0.40039,0.00000,0.00000
0.40283,0.00000,0.00000
0.40527,0.00000,0.00000
0.40771,0.00001,0.00001
0.41016,0.00001,0.00001
0.41260,0.00001,0.00001
0.41504,0.00002,0.00002
0.41748,0.00003,0.00002
0.41992,0.00004,0.00003
0.42236,0.00006,0.00005
0.42480,0.00008,0.00007
0.42725,0.00011,0.00009
0.42969,0.00016,0.00013
0.43213,0.00021,0.00017
0.43457,0.00029,0.00023
0.43701,0.00039,0.00032
0.43945,0.00052,0.00042
0.44189,0.00069,0.00056
0.44434,0.00092,0.00074
0.44678,0.00120,0.00098
0.44922,0.00157,0.00127
0.45166,0.00204,0.00165
0.45410,0.00262,0.00212
0.45654,0.00336,0.00271
0.45898,0.00427,0.00345
0.46143,0.00540,0.00435
0.46387,0.00679,0.00547
0.46631,0.00847,0.00682
0.46875,0.01051,0.00845
0.47119,0.01297,0.01042
0.47363,0.01589,0.01276
0.47607,0.01936,0.01553
0.47852,0.02345,0.01880
0.48096,0.02823,0.02261
0.48340,0.03379,0.02704
0.48584,0.04021,0.03214
0.48828,0.04756,0.03800
0.49072,0.05595,0.04466
0.49316,0.06543,0.05219
0.49561,0.07610,0.06066
0.49805,0.08803,0.07011
0.50049,0.10127,0.08060
0.50293,0.11589,0.09216
0.50537,0.13192,0.10484
0.50781,0.14940,0.11865
0.51025,0.16835,0.13361
0.51270,0.18877,0.14972
0.51514,0.21066,0.16696
0.51758,0.23398,0.18533
0.52002,0.25871,0.20478
0.52246,0.28480,0.22529
0.52490,0.31219,0.24679
0.52734,0.34080,0.26923
0.52979,0.37058,0.29254
0.53223,0.40144,0.31666
0.53467,0.43329,0.34151
0.53711,0.46607,0.36703
0.53955,0.49967,0.39312
0.54199,0.53404,0.41972
0.54443,0.56910,0.44675
0.54688,0.60478,0.47415
0.54932,0.64102,0.50184
0.55176,0.67777,0.52976
0.55420,0.71498,0.55785
0.55664,0.75260,0.58605
0.55908,0.79060,0.61432
0.56152,0.82893,0.64260
0.56396,0.86756,0.67084
0.56641,0.90646,0.69901
0.56885,0.94558,0.72707
0.57129,0.98488,0.75499
0.57373,1.02431,0.78274
0.57617,1.06383,0.81031
0.57861,1.10339,0.83767
0.58105,1.14292,0.86484
0.58350,1.18238,0.89180
0.58594,1.22171,0.91858
0.58838,1.26085,0.94520
0.59082,1.29977,0.97170
0.59326,1.33842,0.99813
0.59570,1.37677,1.02455
0.59814,1.41482,1.05102
0.60059,1.45255,1.07762
0.60303,1.48999,1.10443
0.60547,1.52716,1.13153
0.60791,1.56412,1.15900
0.61035,1.60091,1.18691
0.61279,1.63761,1.21532
0.61523,1.67430,1.24427
0.61768,1.71107,1.27380
0.62012,1.74800,1.30390
0.62256,1.78516,1.33455
0.62500,1.82263,1.36570
0.62744,1.86045,1.39725
0.62988,1.89865,1.42909
0.63232,1.93724,1.46108
0.63477,1.97617,1.49301
0.63721,2.01539,1.52470
0.63965,2.05480,1.55591
0.64209,2.09425,1.58638
0.64453,2.13358,1.61586
0.64697,2.17258,1.64408
0.64941,2.21101,1.67079
0.65186,2.24862,1.69572
0.65430,2.28514,1.71864
0.65674,2.32029,1.73935
0.65918,2.35380,1.75767
0.66162,2.38539,1.77347
0.66406,2.41483,1.78664
0.66650,2.44189,1.79715
0.66895,2.46641,1.80499
0.67139,2.48826,1.81022
0.67383,2.50734,1.81293
0.67627,2.52364,1.81329
0.67871,2.53718,1.81147
0.68115,2.54805,1.80771
0.68359,2.55638,1.80227
0.68604,2.56236,1.79544
0.68848,2.56622,1.78751
0.69092,2.56821,1.77879
0.69336,2.56864,1.76959
0.69580,2.56780,1.76022
0.69824,2.56599,1.75095
0.70068,2.56353,1.74204
0.70312,2.56071,1.73371
0.70557,2.55777,1.72616
0.70801,2.55496,1.71954
0.71045,2.55246,1.71396
0.71289,2.55043,1.70947
0.71533,2.54894,1.70610
0.71777,2.54806,1.70383
0.72021,2.54779,1.70260
0.72266,2.54807,1.70233
0.72510,2.54882,1.70289
0.72754,2.54992,1.70414
0.72998,2.55122,1.70592
0.73242,2.55254,1.70808
0.73486,2.55369,1.71045
0.73730,2.55450,1.71285
0.73975,2.55476,1.71515
0.74219,2.55432,1.71720
0.74463,2.55300,1.71889
0.74707,2.55069,1.72012
0.74951,2.54727,1.72082
0.75195,2.54268,1.72093
0.75439,2.53687,1.72044
0.75684,2.52984,1.71933
0.75928,2.52162,1.71761
0.76172,2.51224,1.71532
0.76416,2.50179,1.71249
0.76660,2.49036,1.70917
0.76904,2.47807,1.70541
0.77148,2.46503,1.70125
0.77393,2.45136,1.69674
0.77637,2.43718,1.69191
0.77881,2.42261,1.68680
0.78125,2.40774,1.68142
0.78369,2.39269,1.67578
0.78613,2.37751,1.66989
0.78857,2.36228,1.66373
0.79102,2.34705,1.65730
0.79346,2.33187,1.65059
0.79590,2.31675,1.64357
0.79834,2.30172,1.63625
0.80078,2.28679,1.62860
0.80322,2.27199,1.62063
0.80566,2.25732,1.61235
0.80811,2.24279,1.60376
0.81055,2.22842,1.59491
0.81299,2.21423,1.58581
0.81543,2.20023,1.57650
0.81787,2.18645,1.56704
0.82031,2.17291,1.55747
0.82275,2.15961,1.54782
0.82520,2.14657,1.53815
0.82764,2.13380,1.52849
0.83008,2.12127,1.51887
0.83252,2.10898,1.50932
0.83496,2.09688,1.49984
0.83740,2.08494,1.49043
0.83984,2.07308,1.48108
0.84229,2.06124,1.47178
0.84473,2.04934,1.46250
0.84717,2.03728,1.45322
0.84961,2.02499,1.44389
0.85205,2.01238,1.43449
0.85449,1.99936,1.42500
0.85693,1.98586,1.41539
0.85938,1.97184,1.40565
0.86182,1.95725,1.39577
0.86426,1.94209,1.38576
0.86670,1.92634,1.37564
0.86914,1.91004,1.36543
0.87158,1.89324,1.35516
0.87402,1.87600,1.34488
0.87646,1.85840,1.33461
0.87891,1.84054,1.32439
0.88135,1.82252,1.31427
0.88379,1.80445,1.30427
0.88623,1.78644,1.29440
0.88867,1.76860,1.28466
0.89111,1.75100,1.27506
0.89355,1.73375,1.26556
0.89600,1.71691,1.25612
0.89844,1.70054,1.24670
0.90088,1.68467,1.23722
0.90332,1.66932,1.22763
0.90576,1.65451,1.21783
0.90820,1.64022,1.20776
0.91064,1.62645,1.19734
0.91309,1.61317,1.18651
0.91553,1.60035,1.17521
0.91797,1.58796,1.16342
0.92041,1.57596,1.15110
0.92285,1.56434,1.13828
0.92529,1.55306,1.12497
0.92773,1.54210,1.11122
0.93018,1.53145,1.09711
0.93262,1.52109,1.08272
0.93506,1.51101,1.06815
0.93750,1.50121,1.05353
0.93994,1.49168,1.03898
0.94238,1.48240,1.02462
0.94482,1.47337,1.01058
0.94727,1.46457,0.99697
0.94971,1.45597,0.98389
0.95215,1.44754,0.97144
0.95459,1.43925,0.95968
0.95703,1.43104,0.94866
0.95947,1.42287,0.93840
0.96191,1.41468,0.92892
0.96436,1.40642,0.92018
0.96680,1.39802,0.91217
0.96924,1.38944,0.90481
0.97168,1.38063,0.89805
0.97412,1.37154,0.89181
0.97656,1.36213,0.88600
0.97900,1.35239,0.88053
0.98145,1.34231,0.87533
0.98389,1.33188,0.87030
0.98633,1.32111,0.86537
0.98877,1.31003,0.86046
0.99121,1.29866,0.85552
0.99365,1.28706,0.85049
0.99609,1.27527,0.84533
0.99854,1.26334,0.84001
1.00098,1.25134,0.83450
1.00342,1.23930,0.82880
1.00586,1.22731,0.82289
1.00830,1.21540,0.81678
1.01074,1.20364,0.81048
1.01318,1.19208,0.80399
1.01562,1.18076,0.79734
1.01807,1.16974,0.79054
1.02051,1.15905,0.78363
1.02295,1.14874,0.77662
1.02539,1.13884,0.76956
1.02783,1.12940,0.76249
1.03027,1.12044,0.75543
1.03271,1.11200,0.74844
1.03516,1.10412,0.74155
1.03760,1.09681,0.73481
1.04004,1.09011,0.72827
1.04248,1.08403,0.72197
1.04492,1.07857,0.71593
1.04736,1.07374,0.71020
1.04980,1.06952,0.70480
1.05225,1.06588,0.69974
1.05469,1.06279,0.69502
1.05713,1.06018,0.69063
1.05957,1.05797,0.68655
1.06201,1.05608,0.68274
1.06445,1.05439,0.67916
1.06689,1.05279,0.67572
1.06934,1.05112,0.67237
1.07178,1.04925,0.66902
1.07422,1.04703,0.66557
1.07666,1.04430,0.66193
1.07910,1.04092,0.65802
1.08154,1.03675,0.65373
1.08398,1.03166,0.64899
1.08643,1.02554,0.64373
1.08887,1.01831,0.63789
1.09131,1.00991,0.63143
1.09375,1.00030,0.62432
1.09619,0.98949,0.61656
1.09863,0.97749,0.60818
1.10107,0.96438,0.59921
1.10352,0.95025,0.58971
1.10596,0.93521,0.57976
1.10840,0.91942,0.56945
1.11084,0.90305,0.55888
1.11328,0.88627,0.54819
1.11572,0.86929,0.53748
1.11816,0.85232,0.52689
1.12061,0.83557,0.51656
1.12305,0.81923,0.50659
1.12549,0.80352,0.49711
1.12793,0.78860,0.48822
1.13037,0.77465,0.48002
1.13281,0.76181,0.47258
1.13525,0.75020,0.46597
1.13770,0.73989,0.46022
1.14014,0.73095,0.45535
1.14258,0.72340,0.45138
1.14502,0.71722,0.44827
1.14746,0.71239,0.44599
1.14990,0.70881,0.44449
1.15234,0.70640,0.44370
1.15479,0.70501,0.44353
1.15723,0.70451,0.44389
1.15967,0.70471,0.44466
1.16211,0.70544,0.44575
1.16455,0.70649,0.44702
1.16699,0.70767,0.44837
1.16943,0.70878,0.44968
1.17188,0.70963,0.45084
1.17432,0.71003,0.45176
1.17676,0.70981,0.45234
1.17920,0.70883,0.45251
1.18164,0.70696,0.45221
1.18408,0.70411,0.45138
1.18652,0.70021,0.45002
1.18896,0.69522,0.44810
1.19141,0.68912,0.44563
1.19385,0.68195,0.44264
1.19629,0.67374,0.43918
1.19873,0.66459,0.43529
1.20117,0.65458,0.43104
1.20361,0.64384,0.42651
1.20605,0.63251,0.42178
1.20850,0.62073,0.41695
1.21094,0.60866,0.41210
1.21338,0.59646,0.40731
1.21582,0.58429,0.40267
1.21826,0.57230,0.39826
1.22070,0.56064,0.39414
1.22314,0.54943,0.39035
1.22559,0.53880,0.38695
1.22803,0.52886,0.38396
1.23047,0.51968,0.38140
1.23291,0.51133,0.37926
1.23535,0.50386,0.37754
1.23779,0.49731,0.37621
1.24023,0.49169,0.37522
1.24268,0.48700,0.37455
1.24512,0.48322,0.37413
1.24756,0.48033,0.37392
1.25000,0.47828,0.37384
1.25244,0.47703,0.37383
1.25488,0.47652,0.37384
1.25732,0.47667,0.37381
1.25977,0.47743,0.37367
1.26221,0.47871,0.37337
1.26465,0.48043,0.37287
1.26709,0.48251,0.37213
1.26953,0.48485,0.37111
1.27197,0.48739,0.36978
1.27441,0.49001,0.36814
1.27686,0.49265,0.36617
1.27930,0.49521,0.36387
1.28174,0.49761,0.36124
1.28418,0.49977,0.35829
1.28662,0.50162,0.35505
1.28906,0.50310,0.35153
1.29150,0.50415,0.34775
1.29395,0.50472,0.34376
1.29639,0.50477,0.33959
1.29883,0.50428,0.33526
1.30127,0.50323,0.33082
1.30371,0.50162,0.32630
1.30615,0.49946,0.32175
1.30859,0.49678,0.31718
1.31104,0.49360,0.31265
1.31348,0.48997,0.30817
1.31592,0.48595,0.30378
1.31836,0.48158,0.29950
1.32080,0.47694,0.29535
1.32324,0.47209,0.29134
1.32568,0.46710,0.28748
1.32812,0.46203,0.28379
1.33057,0.45695,0.28026
1.33301,0.45191,0.27688
1.33545,0.44696,0.27366
1.33789,0.44216,0.27058
1.34033,0.43752,0.26762
1.34277,0.43309,0.26477
1.34521,0.42886,0.26200
1.34766,0.42485,0.25929
1.35010,0.42106,0.25661
1.35254,0.41747,0.25395
1.35498,0.41406,0.25128
1.35742,0.41082,0.24858
1.35986,0.40773,0.24583
1.36230,0.40475,0.24301
1.36475,0.40187,0.24012
1.36719,0.39906,0.23715
1.36963,0.39632,0.23412
1.37207,0.39364,0.23101
1.37451,0.39102,0.22786
1.37695,0.38847,0.22469
1.37939,0.38601,0.22154
1.38184,0.38368,0.21843
1.38428,0.38150,0.21543
1.38672,0.37954,0.21258
1.38916,0.37784,0.20995
1.39160,0.37648,0.20759
1.39404,0.37552,0.20558
1.39648,0.37505,0.20398
1.39893,0.37513,0.20287
1.40137,0.37586,0.20231
1.40381,0.37730,0.20236
1.40625,0.37954,0.20309
1.40869,0.38265,0.20454
1.41113,0.38669,0.20676
1.41357,0.39172,0.20979
1.41602,0.39777,0.21365
1.41846,0.40488,0.21834
1.42090,0.41306,0.22386
1.42334,0.42228,0.23019
1.42578,0.43253,0.23729
1.42822,0.44373,0.24509
1.43066,0.45580,0.25353
1.43311,0.46863,0.26252
1.43555,0.48207,0.27193
1.43799,0.49596,0.28166
1.44043,0.51009,0.29155
1.44287,0.52425,0.30146
1.44531,0.53820,0.31124
1.44775,0.55168,0.32071
1.45020,0.56445,0.32972
1.45264,0.57622,0.33811
1.45508,0.58677,0.34572
1.45752,0.59584,0.35242
1.45996,0.60323,0.35808
1.46240,0.60875,0.36261
1.46484,0.61225,0.36591
1.46729,0.61363,0.36795
1.46973,0.61285,0.36870
1.47217,0.60988,0.36815
1.47461,0.60478,0.36635
1.47705,0.59764,0.36336
1.47949,0.58860,0.35925
1.48193,0.57783,0.35415
1.48438,0.56556,0.34816
1.48682,0.55202,0.34145
1.48926,0.53747,0.33415
1.49170,0.52218,0.32642
1.49414,0.50642,0.31841
1.49658,0.49045,0.31028
1.49902,0.47451,0.30216
1.50146,0.45883,0.29418
1.50391,0.44359,0.28644
1.50635,0.42896,0.27905
1.50879,0.41506,0.27207
1.51123,0.40197,0.26556
1.51367,0.38976,0.25954
1.51611,0.37844,0.25404
1.51855,0.36801,0.24904
1.52100,0.35844,0.24454
1.52344,0.34968,0.24050
1.52588,0.34169,0.23688
1.52832,0.33438,0.23363
1.53076,0.32771,0.23072
1.53320,0.32160,0.22808
1.53564,0.31602,0.22568
1.53809,0.31092,0.22345
1.54053,0.30629,0.22138
1.54297,0.30211,0.21942
1.54541,0.29840,0.21754
1.54785,0.29517,0.21573
1.55029,0.29248,0.21397
1.55273,0.29035,0.21227
1.55518,0.28884,0.21062
1.55762,0.28800,0.20902
1.56006,0.28787,0.20749
1.56250,0.28850,0.20604
1.56494,0.28989,0.20468
1.56738,0.29206,0.20342
1.56982,0.29499,0.20227
1.57227,0.29865,0.20125
1.57471,0.30296,0.20036
1.57715,0.30783,0.19960
1.57959,0.31317,0.19897
1.58203,0.31882,0.19845
1.58447,0.32464,0.19804
1.58691,0.33045,0.19772
1.58936,0.33608,0.19745
1.59180,0.34134,0.19723
1.59424,0.34603,0.19700
1.59668,0.34999,0.19676
1.59912,0.35305,0.19645
1.60156,0.35506,0.19605
1.60400,0.35590,0.19553
1.60645,0.35547,0.19486
1.60889,0.35371,0.19402
1.61133,0.35059,0.19298
1.61377,0.34612,0.19174
1.61621,0.34034,0.19028
1.61865,0.33332,0.18860
1.62109,0.32517,0.18672
1.62354,0.31603,0.18464
1.62598,0.30606,0.18239
1.62842,0.29544,0.17999
1.63086,0.28437,0.17747
1.63330,0.27305,0.17487
1.63574,0.26169,0.17223
1.63818,0.25050,0.16958
1.64062,0.23969,0.16697
1.64307,0.22943,0.16445
1.64551,0.21991,0.16204
1.64795,0.21128,0.15978
1.65039,0.20366,0.15770
1.65283,0.19717,0.15584
1.65527,0.19187,0.15420
1.65771,0.18783,0.15281
1.66016,0.18506,0.15166
1.66260,0.18356,0.15075
1.66504,0.18328,0.15009
1.66748,0.18418,0.14964
1.66992,0.18617,0.14939
1.67236,0.18914,0.14932
1.67480,0.19296,0.14938
1.67725,0.19749,0.14954
1.67969,0.20258,0.14976
1.68213,0.20805,0.14999
1.68457,0.21374,0.15020
1.68701,0.21946,0.15033
1.68945,0.22505,0.15036
1.69189,0.23034,0.15022
1.69434,0.23516,0.14990
1.69678,0.23938,0.14936
1.69922,0.24285,0.14857
1.70166,0.24548,0.14752
1.70410,0.24716,0.14618
1.70654,0.24784,0.14455
1.70898,0.24747,0.14263
1.71143,0.24603,0.14043
1.71387,0.24353,0.13795
1.71631,0.23999,0.13522
1.71875,0.23547,0.13226
1.72119,0.23004,0.12909
1.72363,0.22378,0.12574
1.72607,0.21680,0.12225
1.72852,0.20920,0.11866
1.73096,0.20111,0.11499
1.73340,0.19264,0.11128
1.73584,0.18392,0.10756
1.73828,0.17506,0.10388
1.74072,0.16619,0.10025
1.74316,0.15740,0.09671
1.74561,0.14880,0.09328
1.74805,0.14046,0.08998
1.75049,0.13247,0.08683
1.75293,0.12488,0.08384
1.75537,0.11776,0.08104
1.75781,0.11113,0.07842
1.76025,0.10503,0.07599
1.76270,0.09949,0.07376
1.76514,0.09451,0.07173
1.76758,0.09011,0.06989
1.77002,0.08628,0.06826
1.77246,0.08303,0.06682
1.77490,0.08036,0.06557
1.77734,0.07825,0.06450
1.77979,0.07671,0.06362
1.78223,0.07573,0.06291
1.78467,0.07530,0.06237
1.78711,0.07541,0.06198
1.78955,0.07605,0.06175
1.79199,0.07721,0.06167
1.79443,0.07889,0.06171
1.79688,0.08105,0.06188
1.79932,0.08368,0.06217
1.80176,0.08674,0.06254
1.80420,0.09022,0.06301
1.80664,0.09405,0.06354
1.80908,0.09820,0.06413
1.81152,0.10262,0.06475
1.81396,0.10723,0.06539
1.81641,0.11196,0.06602
1.81885,0.11675,0.06663
1.82129,0.12151,0.06720
1.82373,0.12616,0.06770
1.82617,0.13062,0.06812
1.82861,0.13479,0.06844
1.83105,0.13861,0.06863
1.83350,0.14199,0.06869
1.83594,0.14487,0.06860
1.83838,0.14718,0.06834
1.84082,0.14887,0.06792
1.84326,0.14992,0.06732
1.84570,0.15029,0.06655
1.84814,0.14997,0.06560
1.85059,0.14897,0.06449
1.85303,0.14730,0.06322
1.85547,0.14499,0.06180
1.85791,0.14210,0.06026
1.86035,0.13866,0.05860
1.86279,0.13475,0.05685
1.86523,0.13043,0.05504
1.86768,0.12578,0.05317
1.87012,0.12087,0.05128
1.87256,0.11578,0.04939
1.87500,0.11059,0.04751
1.87744,0.10537,0.04567
1.87988,0.10019,0.04388
1.88232,0.09511,0.04217
1.88477,0.09019,0.04053
1.88721,0.08547,0.03900
1.88965,0.08099,0.03756
1.89209,0.07679,0.03623
1.89453,0.07288,0.03501
1.89697,0.06927,0.03389
1.89941,0.06599,0.03289
1.90186,0.06301,0.03199
1.90430,0.06035,0.03119
1.90674,0.05798,0.03048
1.90918,0.05589,0.02986
1.91162,0.05406,0.02932
1.91406,0.05248,0.02884
1.91650,0.05112,0.02843
1.91895,0.04995,0.02807
1.92139,0.04895,0.02776
1.92383,0.04810,0.02748
1.92627,0.04738,0.02723
1.92871,0.04676,0.02701
1.93115,0.04623,0.02682
1.93359,0.04578,0.02664
1.93604,0.04537,0.02647
1.93848,0.04502,0.02631
1.94092,0.04469,0.02617
1.94336,0.04439,0.02603
1.94580,0.04410,0.02589
1.94824,0.04383,0.02577
1.95068,0.04357,0.02564
1.95312,0.04332,0.02552
1.95557,0.04308,0.02541
1.95801,0.04284,0.02530
1.96045,0.04262,0.02520
1.96289,0.04242,0.02510
1.96533,0.04223,0.02501
1.96777,0.04207,0.02493
1.97021,0.04193,0.02485
1.97266,0.04182,0.02478
1.97510,0.04175,0.02472
1.97754,0.04172,0.02468
1.97998,0.04174,0.02464
1.98242,0.04180,0.02462
1.98486,0.04192,0.02462
1.98730,0.04210,0.02464
1.98975,0.04234,0.02468
1.99219,0.04265,0.02474
1.99463,0.04302,0.02484
1.99707,0.04347,0.02496
1.99951,0.04399,0.02512
2.00195,0.04459,0.02532
2.00439,0.04526,0.02556
2.00684,0.04601,0.02583
2.00928,0.04684,0.02615
2.01172,0.04774,0.02651
2.01416,0.04870,0.02692
2.01660,0.04973,0.02736
2.01904,0.05082,0.02783
2.02148,0.05195,0.02834
2.02393,0.05311,0.02888
2.02637,0.05431,0.02944
2.02881,0.05551,0.03001
2.03125,0.05671,0.03059
2.03369,0.05790,0.03117
2.03613,0.05905,0.03174
2.03857,0.06015,0.03229
2.04102,0.06119,0.03282
2.04346,0.06214,0.03331
2.04590,0.06300,0.03376
2.04834,0.06375,0.03417
2.05078,0.06437,0.03453
2.05322,0.06486,0.03483
2.05566,0.06521,0.03507
2.05811,0.06541,0.03525
2.06055,0.06545,0.03537
2.06299,0.06534,0.03544
2.06543,0.06507,0.03544
2.06787,0.06464,0.03539
2.07031,0.06407,0.03528
2.07275,0.06336,0.03512
2.07520,0.06251,0.03492
2.07764,0.06155,0.03468
2.08008,0.06047,0.03440
2.08252,0.05930,0.03408
2.08496,0.05805,0.03373
2.08740,0.05673,0.03336
2.08984,0.05536,0.03296
2.09229,0.05395,0.03254
2.09473,0.05253,0.03209
2.09717,0.05109,0.03163
2.09961,0.04966,0.03114
2.10205,0.04824,0.03064
2.10449,0.04685,0.03011
2.10693,0.04550,0.02957
2.10938,0.04418,0.02901
2.11182,0.04291,0.02844
2.11426,0.04169,0.02784
2.11670,0.04051,0.02723
2.11914,0.03939,0.02660
2.12158,0.03830,0.02595
2.12402,0.03726,0.02528
2.12646,0.03625,0.02460
2.12891,0.03527,0.02390
2.13135,0.03432,0.02318
2.13379,0.03337,0.02245
2.13623,0.03243,0.02170
2.13867,0.03149,0.02094
2.14111,0.03054,0.02017
2.14355,0.02957,0.01938
2.14600,0.02858,0.01858
2.14844,0.02757,0.01777
2.15088,0.02652,0.01696
2.15332,0.02544,0.01613
2.15576,0.02434,0.01531
2.15820,0.02320,0.01447
2.16064,0.02203,0.01364
2.16309,0.02084,0.01282
2.16553,0.01964,0.01200
2.16797,0.01842,0.01118
2.17041,0.01720,0.01039
2.17285,0.01599,0.00960
2.17529,0.01479,0.00884
2.17773,0.01361,0.00811
2.18018,0.01246,0.00740
2.18262,0.01135,0.00672
2.18506,0.01028,0.00607
2.18750,0.00926,0.00546
2.18994,0.00830,0.00488
2.19238,0.00739,0.00434
2.19482,0.00655,0.00384
2.19727,0.00577,0.00338
2.19971,0.00505,0.00296
2.20215,0.00439,0.00258
2.20459,0.00380,0.00223
2.20703,0.00327,0.00192
2.20947,0.00279,0.00164
2.21191,0.00237,0.00140
2.21436,0.00200,0.00118
2.21680,0.00168,0.00099
2.21924,0.00140,0.00083
2.22168,0.00116,0.00069
2.22412,0.00095,0.00057
2.22656,0.00078,0.00046
2.22900,0.00063,0.00038
2.23145,0.00051,0.00031
2.23389,0.00041,0.00025
2.23633,0.00033,0.00020
2.23877,0.00026,0.00016
2.24121,0.00020,0.00012
2.24365,0.00016,0.00010
2.24609,0.00012,0.00008
2.24854,0.00010,0.00006
2.25098,0.00007,0.00005
2.25342,0.00006,0.00003
2.25586,0.00004,0.00003
2.25830,0.00003,0.00002
2.26074,0.00002,0.00001
2.26318,0.00002,0.00001
2.26562,0.00001,0.00001
2.26807,0.00001,0.00001
2.27051,0.00001,0.00000
